Organization,Country,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
Monahan-Turner,Netherlands,Professional Services  & Consulting,Small,David Wilson,5/12/2024,SAAS,Opportunity,5,Proposal sent,4,1835,30,2/2/2025,
"Oberbrunner, Hintz and Frami",Portugal,Recreation & Sports,Small,Laura Thompson,1/19/2024,Custom solution,Opportunity,5,Proposal sent,4,402,10,6/19/2024,
"Rogahn, Rice and Christiansen",Italy,Banking and Finance,Small,Emily Johnson,2/22/2024,SAAS,Opportunity,5,Proposal sent,4,280,30,7/18/2024,
"Carter, Bayer and Okuneva",Austria,Transportation & Logistics,Small,Emily Johnson,4/16/2024,SAAS,Opportunity,5,Proposal sent,4,1312,40,4/16/2025,
King-Simonis,Italy,Construction & Engineering,Small,Kevin Anderson,5/5/2024,Custom solution,Opportunity,5,Proposal sent,4,1424,30,1/22/2025,
Quitzon-Ruecker,Switzerland,Agriculture & Mining,Small,Jessica Martinez,2/7/2024,Services,Opportunity,5,Proposal sent,4,801,50,1/10/2025,
Turner-Leuschke,France,Telecommunications,Small,Laura Thompson,5/9/2024,SAAS,Opportunity,5,Proposal sent,4,287,60,1/16/2025,
Jazzy,Italy,Entertainment & Media & Hospitality,Micro,Laura Thompson,1/13/2024,SAAS,Opportunity,5,Proposal sent,4,726,90,12/13/2024,
Trudoo,Italy,Professional Services  & Consulting,Micro,Kevin Anderson,1/19/2024,Services,Opportunity,5,Proposal sent,4,648,60,9/15/2024,
Devify,Portugal,Retail & Distribution,Micro,Michael Brown,4/29/2024,Custom solution,Opportunity,5,Proposal sent,4,379,20,2/3/2025,
Zooveo,Germany,Banking and Finance,Micro,Laura Thompson,4/16/2024,Services,Opportunity,5,Proposal sent,4,428,50,11/20/2024,
Yamia,Netherlands,IT & IT Services,Micro,Michael Brown,4/17/2024,SAAS,Opportunity,5,Proposal sent,4,238,10,1/29/2025,
Buzzdog,Belgium,Energy & Utilities,Micro,Jessica Martinez,3/17/2024,Services,Opportunity,5,Proposal sent,4,396,30,10/3/2024,
"Stamm, Weissnat and Collier",France,Professional Services  & Consulting,Micro,John Smith,4/21/2024,SAAS,Opportunity,5,Proposal sent,4,559,90,5/13/2024,
"Barton, Hodkiewicz and Hickle",Italy,Recreation & Sports,Micro,Michael Brown,4/13/2024,SAAS,Opportunity,5,Proposal sent,4,845,40,11/1/2024,
"Jones, Stark and MacGyver",Portugal,Recreation & Sports,Micro,Laura Thompson,2/29/2024,Services,Opportunity,5,Proposal sent,4,776,40,9/1/2024,
Walsh and Sons,France,Transportation & Logistics,Micro,Emily Johnson,4/27/2024,SAAS,Opportunity,5,Proposal sent,4,1100,40,10/11/2024,
"Kulas, Cummings and Bechtelar",Netherlands,Transportation & Logistics,Micro,Michael Brown,3/6/2024,Services,Opportunity,5,Proposal sent,4,398,10,5/19/2024,
Hessel-McClure,Germany,Professional Services  & Consulting,Micro,Jessica Martinez,1/15/2024,Services,Opportunity,5,Proposal sent,4,779,40,3/11/2024,
Pagac and Sons,Netherlands,Government Administration Healthcare,Micro,Jessica Martinez,3/13/2024,Services,Opportunity,5,Proposal sent,4,742,60,7/13/2024,
"White, Murazik and Larkin",Italy,IT & IT Services,Micro,Laura Thompson,4/3/2024,SAAS,Opportunity,5,Proposal sent,4,396,60,11/25/2024,
Pfeffer-Prohaska,Italy,Telecommunications,Micro,Kevin Anderson,4/6/2024,SAAS,Opportunity,5,Proposal sent,4,1128,60,3/17/2025,
"Hyatt, Hudson and Predovic",Germany,Transportation & Logistics,Micro,Kevin Anderson,1/25/2024,Services,Opportunity,5,Proposal sent,4,525,20,5/13/2024,
"Maggio, Bartoletti and Hoppe",France,Professional Services  & Consulting,Micro,Laura Thompson,2/18/2024,SAAS,Opportunity,5,Proposal sent,4,1157,100,9/5/2024,
"Schimmel, Denesik and Schmeler",Germany,Agriculture & Mining,Micro,Michael Brown,5/6/2024,Services,Opportunity,5,Proposal sent,4,1102,50,7/5/2024,
Schmitt-Bradtke,Portugal,Transportation & Logistics,Micro,Emily Johnson,5/5/2024,SAAS,Opportunity,5,Proposal sent,4,1057,20,8/8/2024,
"Wilkinson, Balistreri and Beier",Italy,Transportation & Logistics,Micro,Sarah Davis,4/23/2024,SAAS,Opportunity,5,Proposal sent,4,595,60,3/17/2025,
Leannon-Romaguera,Portugal,Education & Science,Micro,Michael Brown,4/24/2024,SAAS,Opportunity,5,Proposal sent,4,690,10,9/14/2024,
"Jakubowski, Effertz and Lemke",Italy,IT & IT Services,Micro,John Smith,5/5/2024,SAAS,Opportunity,5,Proposal sent,4,1133,20,1/24/2025,
"Hirthe, Fisher and Dooley",Germany,Education & Science,Micro,Laura Thompson,1/30/2024,Custom solution,Opportunity,5,Proposal sent,4,507,40,12/20/2024,
Tremblay Inc,Italy,Energy & Utilities,Micro,Laura Thompson,5/14/2024,SAAS,Opportunity,5,Proposal sent,4,1059,100,3/31/2025,
"Mertz, Adams and Bradtke",Belgium,IT & IT Services,Micro,Michael Brown,2/19/2024,Services,Opportunity,5,Proposal sent,4,288,30,12/12/2024,
Hermiston LLC,Netherlands,Government Administration Healthcare,Micro,Laura Thompson,5/12/2024,Services,Opportunity,5,Proposal sent,4,595,60,9/8/2024,
Mayer Group,Netherlands,Government Administration Healthcare,Micro,Sarah Davis,5/31/2024,Custom solution,Opportunity,5,Proposal sent,4,335,40,2/8/2025,
Wolf-Deckow,Italy,Telecommunications,Micro,Sarah Davis,5/2/2024,Services,Opportunity,5,Proposal sent,4,314,80,8/19/2024,
"Franecki, Grant and Prosacco",France,Transportation & Logistics,Micro,Laura Thompson,1/22/2024,SAAS,Opportunity,5,Proposal sent,4,1031,30,3/27/2024,
Batz-Russel,Netherlands,IT & IT Services,Micro,Laura Thompson,3/12/2024,Services,Opportunity,5,Proposal sent,4,219,40,8/5/2024,
Russel-Stiedemann,Austria,Transportation & Logistics,Micro,Kevin Anderson,2/24/2024,Services,Opportunity,5,Proposal sent,4,878,40,2/15/2025,
"Zemlak, O'Reilly and Schowalter",Italy,Banking and Finance,Micro,Laura Thompson,4/10/2024,SAAS,Opportunity,5,Proposal sent,4,646,40,10/1/2024,
Douglas-Wiza,France,Retail & Distribution,Micro,Michael Brown,4/5/2024,SAAS,Opportunity,5,Proposal sent,4,1132,50,12/10/2024,
"Heidenreich, Murazik and Walsh",Netherlands,Transportation & Logistics,Micro,Sarah Davis,2/22/2024,Services,Opportunity,5,Proposal sent,4,970,20,8/22/2024,
"Konopelski, McDermott and Wunsch",Portugal,Transportation & Logistics,Micro,Michael Brown,5/25/2024,Services,Opportunity,5,Proposal sent,4,721,90,8/16/2024,
"Greenholt, Kirlin and Torphy",Portugal,IT & IT Services,Micro,Laura Thompson,2/22/2024,SAAS,Opportunity,5,Proposal sent,4,788,100,6/13/2024,
Skipfire,Spain,Transportation & Logistics,Medium,Kevin Anderson,5/30/2024,Services,Opportunity,5,Proposal sent,4,7039,50,7/7/2024,
Buzzshare,Germany,Telecommunications,Medium,Laura Thompson,5/8/2024,Services,Opportunity,5,Proposal sent,4,771,30,2/3/2025,
Photobean,Germany,Agriculture & Mining,Medium,Sarah Davis,4/4/2024,Services,Opportunity,5,Proposal sent,4,5565,30,10/12/2024,
Agimba,Austria,Manufacturing & Production,Medium,Kevin Anderson,1/9/2024,Custom solution,Opportunity,5,Proposal sent,4,5451,90,4/27/2024,
Twitterbridge,France,Energy & Utilities,Medium,Emily Johnson,2/3/2024,Custom solution,Opportunity,5,Proposal sent,4,1667,30,4/19/2024,
Quamba,Spain,Government Administration Healthcare,Medium,David Wilson,3/23/2024,Custom solution,Opportunity,5,Proposal sent,4,2685,60,8/7/2024,
Topiclounge,Italy,Banking and Finance,Medium,Michael Brown,2/8/2024,Services,Opportunity,5,Proposal sent,4,6080,100,5/10/2024,
Meezzy,Spain,Manufacturing & Production,Medium,Laura Thompson,4/12/2024,SAAS,Opportunity,5,Proposal sent,4,1099,60,11/28/2024,
"Nicolas, Champlin and Dietrich",Switzerland,Education & Science,Medium,Jessica Martinez,1/27/2024,SAAS,Opportunity,5,Proposal sent,4,7919,30,4/14/2024,
"Shanahan, Gislason and Vandervort",Italy,Professional Services  & Consulting,Medium,Laura Thompson,5/26/2024,Services,Opportunity,5,Proposal sent,4,5268,90,5/10/2025,
"Bogan, Weimann and Rath",Italy,IT & IT Services,Medium,Laura Thompson,2/17/2024,Custom solution,Opportunity,5,Proposal sent,4,5597,50,5/5/2024,
"Kemmer, O'Hara and DuBuque",Portugal,Entertainment & Media & Hospitality,Medium,David Wilson,3/15/2024,SAAS,Opportunity,5,Proposal sent,4,6927,20,11/28/2024,
Kerluke-McKenzie,Austria,Transportation & Logistics,Medium,Laura Thompson,5/26/2024,Services,Opportunity,5,Proposal sent,4,7711,20,10/3/2024,
"Green, Kuhn and O'Connell",Belgium,Banking and Finance,Medium,Jessica Martinez,5/13/2024,SAAS,Opportunity,5,Proposal sent,4,5878,30,3/1/2025,
Conroy-Bartoletti,Italy,Telecommunications,Medium,Kevin Anderson,5/24/2024,Services,Opportunity,5,Proposal sent,4,7387,60,5/22/2025,
Schamberger LLC,Germany,Entertainment & Media & Hospitality,Medium,David Wilson,5/26/2024,SAAS,Opportunity,5,Proposal sent,4,3342,40,6/27/2024,
Renner Inc,Portugal,Manufacturing & Production,Medium,Sarah Davis,2/13/2024,SAAS,Opportunity,5,Proposal sent,4,771,20,10/11/2024,
"McKenzie, Reynolds and Hane",Spain,IT & IT Services,Medium,Sarah Davis,4/3/2024,Services,Opportunity,5,Proposal sent,4,6323,40,6/11/2024,
"Schmidt, Hahn and Frami",France,Manufacturing & Production,Medium,John Smith,2/19/2024,SAAS,Opportunity,5,Proposal sent,4,2662,40,10/6/2024,
Adams Group,France,Retail & Distribution,Medium,Laura Thompson,4/12/2024,Services,Opportunity,5,Proposal sent,4,2879,30,4/2/2025,
"Beier, Wolf and Schuster",Italy,Manufacturing & Production,Medium,Jessica Martinez,3/31/2024,SAAS,Opportunity,5,Proposal sent,4,1235,100,3/4/2025,
Flatley Group,France,Entertainment & Media & Hospitality,Medium,John Smith,4/10/2024,Services,Opportunity,5,Proposal sent,4,7496,30,1/29/2025,
Barton Inc,France,Banking and Finance,Medium,Michael Brown,1/9/2024,Services,Opportunity,5,Proposal sent,4,7008,30,8/13/2024,
"Skiles, Deckow and Hintz",Italy,Transportation & Logistics,Medium,John Smith,2/27/2024,Services,Opportunity,5,Proposal sent,4,613,30,7/31/2024,
Upton-Parisian,Italy,Retail & Distribution,Medium,Emily Johnson,5/31/2024,SAAS,Opportunity,5,Proposal sent,4,5859,30,12/16/2024,
Quigley-Kling,France,Retail & Distribution,Medium,Jessica Martinez,3/22/2024,Services,Opportunity,5,Proposal sent,4,5386,40,1/9/2025,
Reilly and Sons,Austria,Education & Science,Medium,Laura Thompson,4/6/2024,Services,Opportunity,5,Proposal sent,4,5955,20,5/11/2024,
Kassulke-Keebler,Spain,Entertainment & Media & Hospitality,Medium,Jessica Martinez,4/7/2024,Services,Opportunity,5,Proposal sent,4,4031,20,1/17/2025,
Morar-Berge,Italy,Manufacturing & Production,Medium,Jessica Martinez,2/28/2024,SAAS,Opportunity,5,Proposal sent,4,7020,40,5/11/2024,
Emard Group,Italy,Manufacturing & Production,Medium,Jessica Martinez,2/29/2024,SAAS,Opportunity,5,Proposal sent,4,5759,40,2/8/2025,
Nolan Group,Portugal,Manufacturing & Production,Medium,Michael Brown,2/15/2024,SAAS,Opportunity,5,Proposal sent,4,5029,40,8/9/2024,
"Stroman, Wehner and Stamm",Italy,Government Administration Healthcare,Medium,Laura Thompson,5/11/2024,Custom solution,Opportunity,5,Proposal sent,4,1737,80,6/22/2024,
"Doyle, Osinski and Gleichner",France,Transportation & Logistics,Medium,David Wilson,5/29/2024,Services,Opportunity,5,Proposal sent,4,5878,100,5/4/2025,
"Nader, Steuber and Kulas",Portugal,Transportation & Logistics,Medium,Sarah Davis,3/12/2024,SAAS,Opportunity,5,Proposal sent,4,467,40,8/27/2024,
Schmidt-Kunze,Italy,Manufacturing & Production,Medium,John Smith,4/25/2024,Custom solution,Opportunity,5,Proposal sent,4,1148,60,2/24/2025,
"MacGyver, Moore and Smith",Switzerland,Banking and Finance,Medium,Jessica Martinez,2/29/2024,SAAS,Opportunity,5,Proposal sent,4,6322,50,8/10/2024,
Quigley Group,Germany,Government Administration Healthcare,Medium,Jessica Martinez,4/8/2024,SAAS,Opportunity,5,Proposal sent,4,7667,80,6/1/2024,
Lockman Inc,Switzerland,Professional Services  & Consulting,Medium,Jessica Martinez,4/5/2024,SAAS,Opportunity,5,Proposal sent,4,4290,30,7/6/2024,
"Schmidt, Skiles and Dare",France,Banking and Finance,Medium,Laura Thompson,4/4/2024,Services,Opportunity,5,Proposal sent,4,4707,70,12/2/2024,
Von LLC,Austria,Banking and Finance,Medium,David Wilson,3/10/2024,SAAS,Opportunity,5,Proposal sent,4,459,60,7/29/2024,
Ruecker Inc,Germany,Construction & Engineering,Medium,Jessica Martinez,2/21/2024,SAAS,Opportunity,5,Proposal sent,4,220,40,8/15/2024,
"Heaney, Fadel and Wiegand",Italy,IT & IT Services,Medium,Jessica Martinez,3/23/2024,SAAS,Opportunity,5,Proposal sent,4,4663,20,7/30/2024,
"Kohler, Dietrich and Bosco",Italy,IT & IT Services,Medium,Michael Brown,5/22/2024,Custom solution,Opportunity,5,Proposal sent,4,7228,50,6/23/2024,
Stoltenberg-Fahey,Italy,Retail & Distribution,Medium,David Wilson,4/26/2024,SAAS,Opportunity,5,Proposal sent,4,1156,20,7/5/2024,
Ledner-Lindgren,Italy,Transportation & Logistics,Medium,Sarah Davis,3/21/2024,Services,Opportunity,5,Proposal sent,4,4305,90,8/31/2024,
Olson LLC,Italy,Entertainment & Media & Hospitality,Medium,Sarah Davis,3/6/2024,SAAS,Opportunity,5,Proposal sent,4,3479,10,2/2/2025,
"Wunsch, Hegmann and Bradtke",Portugal,Government Administration Healthcare,Medium,Emily Johnson,3/5/2024,Services,Opportunity,5,Proposal sent,4,3733,40,7/27/2024,
"Bernier, Stamm and Lemke",Belgium,Transportation & Logistics,Medium,Laura Thompson,2/18/2024,Custom solution,Opportunity,5,Proposal sent,4,2926,20,1/23/2025,
Mitchell-Veum,Germany,Energy & Utilities,Medium,Emily Johnson,4/10/2024,Services,Opportunity,5,Proposal sent,4,6552,40,8/6/2024,
"Hayes, Christiansen and Bahringer",France,Education & Science,Medium,Laura Thompson,2/15/2024,SAAS,Opportunity,5,Proposal sent,4,2036,80,10/6/2024,
Lang and Sons,Portugal,Government Administration Healthcare,Medium,Jessica Martinez,3/30/2024,Services,Opportunity,5,Proposal sent,4,4525,30,6/20/2024,
Mills-Ziemann,Austria,Construction & Engineering,Medium,Michael Brown,4/27/2024,Services,Opportunity,5,Proposal sent,4,3490,40,11/24/2024,
"Hoppe, Becker and Jacobs",Italy,Education & Science,Medium,Kevin Anderson,3/6/2024,Custom solution,Opportunity,5,Proposal sent,4,2425,70,8/1/2024,
Christiansen-Bechtelar,Germany,Education & Science,Medium,Laura Thompson,5/27/2024,SAAS,Opportunity,5,Proposal sent,4,4625,40,7/27/2024,
Bartoletti Group,Belgium,Education & Science,Medium,Michael Brown,2/20/2024,Services,Opportunity,5,Proposal sent,4,1138,20,10/25/2024,
Rippin and Sons,Belgium,Construction & Engineering,Medium,David Wilson,4/2/2024,Custom solution,Opportunity,5,Proposal sent,4,3276,100,8/8/2024,
Sauer-Huels,Italy,Transportation & Logistics,Medium,Jessica Martinez,3/25/2024,SAAS,Opportunity,5,Proposal sent,4,7195,100,6/9/2024,
Kerluke-Schuster,Switzerland,Transportation & Logistics,Medium,Laura Thompson,5/25/2024,Services,Opportunity,5,Proposal sent,4,4718,50,2/25/2025,
King-McKenzie,Italy,Agriculture & Mining,Medium,Laura Thompson,1/25/2024,Services,Opportunity,5,Proposal sent,4,729,20,9/29/2024,
Langosh-Stark,Germany,IT & IT Services,Medium,Laura Thompson,1/31/2024,Services,Opportunity,5,Proposal sent,4,7735,80,3/16/2024,
Kreiger Group,Switzerland,IT & IT Services,Medium,Jessica Martinez,1/13/2024,Custom solution,Opportunity,5,Proposal sent,4,3872,30,10/3/2024,
Livetube,Italy,IT & IT Services,Large,John Smith,4/13/2024,Custom solution,Opportunity,5,Proposal sent,4,9742,40,10/25/2024,
Rowe-Jacobs,Portugal,Government Administration Healthcare,Large,Laura Thompson,4/8/2024,Custom solution,Opportunity,5,Proposal sent,4,3294,50,11/30/2024,
Donnelly-Kunze,Spain,Professional Services  & Consulting,Large,Laura Thompson,3/25/2024,SAAS,Opportunity,5,Proposal sent,4,5135,40,12/26/2024,
Batz-Gleichner,Switzerland,Agriculture & Mining,Large,Kevin Anderson,3/31/2024,Services,Opportunity,5,Proposal sent,4,5645,20,6/24/2024,
Borer-Aufderhar,Switzerland,Energy & Utilities,Enterprise,Michael Brown,3/30/2024,SAAS,Opportunity,5,Proposal sent,4,4228,60,7/24/2024,
"Hirthe, Parisian and Pouros",Belgium,Transportation & Logistics,Enterprise,Emily Johnson,2/21/2024,Custom solution,Opportunity,5,Proposal sent,4,2633,40,12/2/2024,
Murphy Inc,Spain,Government Administration Healthcare,Enterprise,Kevin Anderson,4/2/2024,Services,Opportunity,5,Proposal sent,4,19246,40,10/12/2024,
Jabberstorm,France,IT & IT Services,Small,Laura Thompson,1/5/2024,Services,Opportunity,5,Won,5,1226,20,2/25/2024,
Thoughtsphere,Spain,Construction & Engineering,Small,Kevin Anderson,3/18/2024,SAAS,Opportunity,5,Won,5,1744,20,8/21/2024,
Fivebridge,Spain,IT & IT Services,Small,John Smith,1/8/2024,Services,Opportunity,5,Won,5,287,20,2/12/2024,
Dabtype,Portugal,Transportation & Logistics,Small,Laura Thompson,5/14/2024,Custom solution,Opportunity,5,Won,5,1501,40,12/10/2024,
Corkery LLC,France,Agriculture & Mining,Small,Michael Brown,2/19/2024,SAAS,Opportunity,5,Won,5,1440,10,12/17/2024,
"Ledner, Koelpin and Rath",Switzerland,IT & IT Services,Small,Laura Thompson,4/25/2024,Services,Opportunity,5,Won,5,1915,20,7/23/2024,
Walter LLC,Germany,Entertainment & Media & Hospitality,Small,Jessica Martinez,4/15/2024,Custom solution,Opportunity,5,Won,5,1029,20,2/5/2025,
Runolfsdottir-Kulas,Italy,Banking and Finance,Small,John Smith,5/23/2024,Custom solution,Opportunity,5,Won,5,641,60,3/11/2025,
Senger LLC,Netherlands,Transportation & Logistics,Small,Michael Brown,5/27/2024,Custom solution,Opportunity,5,Won,5,1776,60,11/5/2024,
Legros-DuBuque,France,IT & IT Services,Small,Emily Johnson,3/20/2024,SAAS,Opportunity,5,Won,5,1464,60,9/9/2024,
Mertz Group,Italy,Transportation & Logistics,Small,Michael Brown,5/22/2024,SAAS,Opportunity,5,Won,5,1236,90,7/30/2024,
Harber Inc,Germany,Professional Services  & Consulting,Small,Sarah Davis,3/20/2024,SAAS,Opportunity,5,Won,5,200,30,2/14/2025,
"Borer, Durgan and Weber",France,Entertainment & Media & Hospitality,Small,Sarah Davis,4/11/2024,Services,Opportunity,5,Won,5,698,40,3/20/2025,
Davis-Waelchi,Italy,Energy & Utilities,Small,Michael Brown,1/21/2024,SAAS,Opportunity,5,Won,5,1712,60,2/28/2024,
"Hessel, Zboncak and Rath",Netherlands,Entertainment & Media & Hospitality,Small,John Smith,4/29/2024,SAAS,Opportunity,5,Won,5,726,60,3/29/2025,
Harvey Group,Switzerland,Banking and Finance,Small,Jessica Martinez,5/7/2024,Custom solution,Opportunity,5,Won,5,292,10,6/7/2024,
"Stoltenberg, Gulgowski and Murazik",Belgium,Transportation & Logistics,Small,Laura Thompson,5/5/2024,SAAS,Opportunity,5,Won,5,265,20,2/27/2025,
Hickle LLC,Portugal,Recreation & Sports,Small,Michael Brown,5/22/2024,SAAS,Opportunity,5,Won,5,424,20,11/21/2024,
Miller-Goyette,Netherlands,Entertainment & Media & Hospitality,Small,Jessica Martinez,5/26/2024,SAAS,Opportunity,5,Won,5,865,20,7/21/2024,
"Ankunding, Mayer and Sanford",Belgium,Transportation & Logistics,Small,John Smith,2/2/2024,SAAS,Opportunity,5,Won,5,1284,30,1/7/2025,
Anderson Inc,Belgium,IT & IT Services,Small,Jessica Martinez,3/8/2024,SAAS,Opportunity,5,Won,5,1573,50,9/27/2024,
"Sanford, Koch and Kulas",Netherlands,Government Administration Healthcare,Small,John Smith,1/12/2024,SAAS,Opportunity,5,Won,5,799,10,7/24/2024,
Champlin LLC,Belgium,IT & IT Services,Small,Michael Brown,2/3/2024,SAAS,Opportunity,5,Won,5,1108,60,6/27/2024,
"Beer, Toy and Reichert",Austria,Transportation & Logistics,Small,Kevin Anderson,5/18/2024,SAAS,Opportunity,5,Won,5,1859,40,2/12/2025,
Langworth-Conn,Portugal,Transportation & Logistics,Small,David Wilson,5/9/2024,SAAS,Opportunity,5,Won,5,1979,100,12/22/2024,
"Ankunding, Kozey and Hauck",Austria,Banking and Finance,Small,Michael Brown,1/16/2024,Custom solution,Opportunity,5,Won,5,272,20,3/20/2024,
"Kuhic, Abernathy and Ward",Spain,Government Administration Healthcare,Small,David Wilson,3/21/2024,SAAS,Opportunity,5,Won,5,320,40,12/26/2024,
Monahan-Reinger,France,IT & IT Services,Small,Jessica Martinez,3/2/2024,SAAS,Opportunity,5,Won,5,1097,80,9/15/2024,
"Kilback, Klein and Lemke",Switzerland,Retail & Distribution,Small,Laura Thompson,5/5/2024,Services,Opportunity,5,Won,5,1443,40,10/31/2024,
Huel Inc,Italy,Transportation & Logistics,Small,John Smith,4/22/2024,SAAS,Opportunity,5,Won,5,254,50,3/28/2025,
"Reinger, Price and Zemlak",Belgium,Professional Services  & Consulting,Small,Michael Brown,4/1/2024,Custom solution,Opportunity,5,Won,5,424,40,1/16/2025,
Rogahn Group,Italy,Telecommunications,Small,Emily Johnson,4/6/2024,Custom solution,Opportunity,5,Won,5,847,60,5/22/2024,
Jacobson-Bogan,Germany,Transportation & Logistics,Small,David Wilson,5/27/2024,Custom solution,Opportunity,5,Won,5,1431,30,1/25/2025,
Kreiger-Stroman,Belgium,Banking and Finance,Small,Sarah Davis,1/2/2024,Services,Opportunity,5,Won,5,719,40,2/14/2024,
"Wilderman, Kulas and Emard",Germany,IT & IT Services,Micro,Michael Brown,4/20/2024,SAAS,Opportunity,5,Won,5,938,80,3/20/2025,
